grlivarea,bsmtfinsf1,overallqual,neighborhood_NridgHt,exterqual,garagearea,bsmtexposure,neighborhood_StoneBr,overallcond,masvnrarea,kitchenqual,bldgtype_TwnhsE,bsmtunfsf,bsmtfintype1_None,bsmtqual,bldgtype_Twnhs,exterior1st_BrkFace,functional_Typ,agesold,yearbuilt,neighborhood_GrnHill,garagefinish_RFn,mssubclass_20,roofmatl_WdShngl,masvnr,neighborhood_NoRidge,bedroomabvgr,masvnrtype_Stone,fireplaces,lotarea
2576,0.0,8,0,5,666.0,1,1,5,466.0,5,0,1234.0,0,5,0,0,1,0,2006,0,0,0,0,1,0,4,0,1,12438
2798,1218.0,9,0,4,670.0,4,1,5,600.0,5,0,180.0,0,5,0,0,1,1,2005,0,0,0,0,1,0,3,0,1,16023
1743,51.0,8,0,4,529.0,4,0,6,0.0,4,0,0.0,0,4,0,0,1,31,1976,0,0,1,1,0,0,0,0,2,20064
1567,1567.0,6,0,3,714.0,4,0,5,0.0,4,0,0.0,0,3,0,0,1,32,1977,0,1,1,0,0,0,2,0,2,9819
1370,0.0,7,0,3,479.0,1,0,5,189.0,3,0,1090.0,0,4,0,0,1,33,1976,0,1,1,0,1,0,3,0,1,10400
2634,500.0,5,0,3,968.0,1,0,5,368.0,3,0,748.0,0,3,0,0,1,40,1969,0,0,0,0,1,0,6,0,0,11643
1590,1122.0,8,0,4,754.0,4,0,5,198.0,5,0,448.0,0,5,0,0,1,1,2005,0,0,1,0,1,0,2,0,0,11645
1450,0.0,7,0,4,788.0,1,0,5,140.0,4,0,1450.0,0,4,0,0,1,1,2008,0,1,1,0,1,0,2,0,0,7328
1338,0.0,6,0,3,528.0,1,0,3,0.0,3,0,832.0,0,2,0,0,1,91,1915,0,0,0,0,0,0,3,0,0,7822
1456,0.0,7,0,4,400.0,3,0,5,0.0,4,0,728.0,0,4,0,0,1,0,2007,0,0,0,0,0,0,3,0,1,9018
2392,56.0,10,1,5,968.0,4,0,5,922.0,5,0,2336.0,0,5,0,0,1,6,2003,0,0,1,0,1,0,3,0,1,13472
992,503.0,4,0,3,297.0,3,0,5,0.0,3,0,27.0,0,4,1,0,1,37,1970,0,0,0,0,0,0,2,0,0,1533
2007,765.0,10,0,5,812.0,3,0,5,160.0,5,0,252.0,0,5,0,0,1,1,2008,0,0,0,0,1,0,3,1,1,11003
2385,0.0,7,0,4,600.0,1,0,5,275.0,4,0,1066.0,0,4,0,0,1,9,1998,0,0,0,0,1,1,4,0,1,10790
1646,364.0,7,0,3,240.0,1,0,5,0.0,3,0,554.0,0,3,0,0,1,66,1941,0,0,0,0,0,0,4,0,2,7128
1456,0.0,7,0,4,400.0,1,0,5,16.0,4,0,728.0,0,4,0,0,1,0,2007,0,0,0,0,1,0,3,1,0,7713
1040,276.0,5,0,3,624.0,1,0,7,0.0,3,0,252.0,0,3,0,0,1,74,1936,0,0,0,0,0,0,2,0,0,6240
2624,1128.0,6,0,3,864.0,1,0,6,0.0,3,0,242.0,0,4,0,0,1,89,1918,0,0,0,0,0,0,4,0,1,22420
1264,42.0,5,0,3,528.0,1,0,5,0.0,3,0,1026.0,0,3,0,0,1,45,1965,0,0,1,0,0,0,2,0,1,15300
1557,0.0,7,0,4,420.0,4,0,5,18.0,4,1,1374.0,0,4,0,0,1,3,2003,0,0,0,0,1,0,2,0,1,3196
1287,841.0,6,0,3,541.0,3,0,7,0.0,3,0,0.0,0,4,0,0,1,32,1977,0,1,0,0,0,0,2,0,2,9360
1004,578.0,6,0,3,480.0,1,0,7,180.0,3,0,426.0,0,3,0,0,1,40,1970,0,0,1,0,1,0,2,0,1,11241
1162,0.0,7,0,4,483.0,2,0,5,0.0,4,0,1162.0,0,4,0,0,1,1,2007,0,0,1,0,0,0,3,0,0,9260
1436,0.0,7,0,4,529.0,1,0,5,0.0,4,0,1436.0,0,5,0,0,1,1,2008,0,0,1,0,0,0,3,0,0,7993
960,634.0,5,0,3,300.0,1,0,8,0.0,4,0,326.0,0,3,0,0,1,45,1963,0,0,1,0,0,0,3,0,0,9239
1196,1070.0,5,0,3,336.0,4,0,6,0.0,3,0,126.0,0,4,0,0,1,42,1968,0,1,1,0,0,0,3,0,0,10044
1269,24.0,8,0,4,430.0,1,0,5,16.0,4,1,1232.0,0,4,0,0,1,6,2004,0,0,0,0,1,0,2,0,1,3182
1031,931.0,5,0,4,230.0,1,0,8,0.0,4,0,100.0,0,3,0,0,1,57,1952,0,0,1,0,0,0,2,0,0,7626
720,0.0,4,0,3,280.0,1,0,8,0.0,2,0,448.0,0,2,0,0,1,106,1900,0,0,0,0,0,0,1,0,0,7008
1505,1024.0,6,0,3,505.0,1,0,4,90.0,3,0,481.0,0,3,0,0,1,56,1953,0,1,1,0,1,0,2,0,1,12160
954,0.0,5,0,3,240.0,1,0,7,0.0,2,0,920.0,0,2,0,0,1,69,1938,0,0,0,0,0,0,2,0,1,6305
1500,0.0,6,0,3,564.0,1,0,5,0.0,4,0,750.0,0,4,0,0,1,1,2005,0,1,0,0,0,0,3,0,0,8846
1050,915.0,5,0,3,368.0,1,0,6,0.0,3,0,135.0,0,3,0,0,1,45,1961,0,0,1,0,0,0,3,0,0,10659
2687,0.0,8,0,4,618.0,1,1,5,0.0,4,0,2062.0,0,4,0,0,1,12,1994,0,0,0,0,0,0,4,0,0,13108
1252,429.0,6,0,3,564.0,4,0,7,0.0,3,0,93.0,0,4,0,1,1,48,1960,0,1,1,0,0,0,1,0,1,13500
1430,0.0,7,0,3,400.0,1,0,5,0.0,3,0,384.0,0,4,0,0,1,10,1999,0,1,0,0,0,0,3,0,1,7750
1114,836.0,5,0,3,576.0,1,0,5,0.0,4,0,278.0,0,4,0,0,1,6,2003,0,0,1,0,0,0,3,0,0,12450
1224,883.0,6,0,3,402.0,1,0,5,425.0,3,1,341.0,0,5,0,0,1,10,1999,0,0,0,0,1,0,2,0,0,4500
2504,0.0,9,0,4,656.0,1,1,5,245.0,5,0,1122.0,0,4,0,0,1,3,2005,0,0,0,0,1,0,4,0,1,11198
1355,533.0,5,0,3,528.0,1,0,5,0.0,3,0,195.0,0,3,0,0,1,66,1941,0,0,0,0,0,0,3,0,0,6221
2294,375.0,6,0,3,658.0,1,0,6,234.0,3,0,366.0,0,3,0,0,1,44,1963,0,0,0,0,1,0,5,0,1,13200
1702,1540.0,9,1,5,1052.0,1,0,5,766.0,5,1,162.0,0,5,0,0,1,0,2008,0,0,0,0,1,0,1,0,1,8769
1509,783.0,6,0,4,600.0,3,0,5,219.0,4,0,678.0,0,4,0,0,1,20,1988,0,1,0,0,1,0,3,0,1,10200
1717,216.0,7,0,3,642.0,1,0,5,0.0,4,0,540.0,0,3,0,0,1,91,1915,0,0,0,0,0,0,3,0,1,9550
1240,215.0,7,0,3,528.0,1,0,7,0.0,4,0,970.0,0,4,0,0,1,22,1985,0,0,1,0,0,0,3,0,0,10331
1166,655.0,7,0,4,400.0,4,0,5,182.0,4,0,201.0,0,4,0,0,1,3,2005,0,0,0,0,1,0,2,1,0,9587
1464,0.0,5,0,4,0.0,1,0,8,0.0,3,0,504.0,0,3,0,0,1,99,1910,0,0,0,0,0,0,3,0,0,9900
1652,1386.0,6,0,3,510.0,2,0,7,136.0,4,0,206.0,0,3,0,0,1,48,1959,0,1,1,0,1,0,3,0,1,22002
2142,448.0,6,0,3,509.0,1,0,6,576.0,4,0,448.0,0,4,0,0,1,41,1968,0,0,0,0,1,0,4,0,1,13000
1092,787.0,6,0,3,504.0,1,0,7,260.0,3,0,305.0,0,4,0,0,1,44,1964,0,1,1,0,1,0,3,1,0,8250
1671,526.0,7,0,4,451.0,1,0,7,270.0,3,0,496.0,0,3,0,0,1,77,1929,0,0,0,0,1,0,4,0,1,8170
1488,0.0,5,0,3,569.0,0,0,6,232.0,3,0,0.0,1,0,0,0,1,54,1952,0,1,1,0,1,0,3,0,1,12048
1624,40.0,5,0,3,240.0,2,0,6,150.0,3,0,1404.0,0,3,0,0,0,54,1952,0,1,1,0,1,0,2,1,1,10858
1362,20.0,6,1,4,460.0,3,0,5,256.0,4,1,1342.0,0,4,0,0,1,2,2005,0,1,0,0,1,0,2,1,1,7577
1218,902.0,7,0,4,462.0,1,0,5,210.0,4,0,316.0,0,4,0,0,1,1,2007,0,0,1,0,1,0,2,1,0,7500
1068,960.0,6,0,3,288.0,1,0,5,0.0,3,0,164.0,0,2,0,0,1,87,1923,0,0,0,0,0,0,2,0,1,6120
1625,776.0,6,0,3,576.0,4,0,6,0.0,2,0,849.0,0,4,0,0,1,27,1979,0,0,1,0,0,0,3,0,1,23580
1767,495.0,7,0,4,504.0,1,1,7,0.0,4,1,354.0,0,4,0,0,1,19,1987,0,1,0,0,0,0,2,0,1,5306
1050,824.0,6,0,3,286.0,1,0,8,176.0,4,0,226.0,0,3,0,0,1,52,1954,0,1,1,0,1,0,3,0,0,8092
907,288.0,4,0,3,352.0,1,0,6,0.0,3,0,619.0,0,3,0,0,1,51,1957,0,0,1,0,0,0,3,0,0,8593
845,0.0,2,0,3,256.0,0,0,4,0.0,3,0,0.0,1,0,0,0,0,68,1939,0,0,0,0,0,0,1,0,0,11067
2501,0.0,8,0,4,751.0,3,0,7,466.0,4,0,1242.0,0,4,0,0,1,13,1995,0,1,0,0,1,1,4,0,1,11929
1209,1059.0,5,0,3,504.0,1,0,5,0.0,3,0,150.0,0,4,0,0,1,44,1966,0,1,1,0,0,0,3,0,0,9900
906,120.0,4,0,3,231.0,1,0,7,0.0,3,0,228.0,0,3,0,0,1,71,1937,0,0,0,0,0,0,2,0,0,4882
1601,1358.0,8,0,4,670.0,3,0,5,479.0,4,0,223.0,0,4,0,0,1,9,2001,0,1,1,0,1,0,3,0,1,11423
1336,996.0,7,0,4,502.0,2,0,5,0.0,4,0,340.0,0,4,0,0,1,1,2005,0,0,1,0,0,0,3,0,0,8772
1656,0.0,4,0,3,440.0,1,0,6,0.0,3,0,801.0,0,3,0,0,0,68,1940,0,0,0,0,0,0,2,0,0,7628
1124,0.0,5,0,3,0.0,0,0,5,0.0,3,0,0.0,1,0,0,0,0,52,1954,0,0,1,0,0,0,3,0,1,8335
1892,544.0,7,0,4,431.0,3,0,5,647.0,3,0,438.0,0,4,0,0,1,8,2000,0,1,0,0,1,0,3,0,1,8220
1699,440.0,3,0,3,420.0,2,0,5,0.0,3,0,538.0,0,2,0,0,1,109,1900,0,0,0,0,0,0,3,0,0,10615
1416,300.0,6,0,3,312.0,1,0,7,0.0,3,0,480.0,0,3,0,0,1,62,1948,0,0,0,0,0,0,3,0,0,6000
1306,0.0,3,0,3,0.0,1,0,2,0.0,2,0,728.0,0,3,0,0,0,70,1940,0,0,0,0,0,0,3,0,0,5350
672,0.0,4,0,4,308.0,1,0,7,0.0,3,0,672.0,0,3,0,0,1,68,1940,0,0,0,0,0,0,2,0,0,5400
1160,785.0,5,0,3,257.0,1,0,6,0.0,4,0,328.0,0,3,0,0,1,40,1968,0,0,1,0,0,0,3,0,0,17979
930,767.0,4,0,3,286.0,1,0,5,115.0,3,0,144.0,0,4,0,0,1,55,1953,0,1,1,0,1,0,2,1,0,9520
708,280.0,4,0,2,0.0,1,0,7,0.0,2,0,140.0,0,3,0,0,1,69,1940,0,0,0,0,0,0,2,0,0,5330
1575,430.0,6,0,4,529.0,1,0,5,0.0,4,1,1145.0,0,4,0,0,1,15,1992,0,1,0,0,0,0,2,0,0,8012
1059,773.0,5,0,3,286.0,1,0,6,0.0,3,0,286.0,0,3,0,0,1,40,1966,0,0,1,0,0,0,3,0,0,9000
1005,513.0,4,0,3,440.0,1,0,3,0.0,3,0,348.0,0,3,0,0,1,43,1964,0,0,1,0,0,0,3,0,0,14299
1929,738.0,7,0,4,650.0,1,0,5,0.0,4,0,319.0,0,4,0,0,1,6,2001,0,0,0,0,0,0,3,0,1,7050
1200,0.0,7,0,4,480.0,1,0,5,0.0,4,1,600.0,0,4,0,0,1,1,2005,0,1,0,0,0,0,2,0,0,3180
2690,0.0,8,1,4,795.0,4,0,5,221.0,4,0,1765.0,0,5,0,0,1,5,2003,0,0,0,0,1,0,4,0,1,16451
833,207.0,5,0,3,495.0,2,0,7,0.0,4,0,36.0,0,4,0,0,1,26,1984,0,0,1,0,0,0,2,0,0,12887
1456,0.0,6,0,4,429.0,1,0,5,0.0,3,0,728.0,0,4,0,0,1,0,2006,0,1,0,0,0,0,3,0,0,15578
864,398.0,5,0,3,720.0,1,0,8,0.0,4,0,317.0,0,3,0,0,1,57,1950,0,1,1,0,0,0,3,0,0,7200
1586,0.0,6,0,3,435.0,1,0,5,0.0,3,0,1362.0,0,4,0,0,1,30,1979,0,0,1,0,0,0,3,0,1,17043
1370,678.0,5,0,3,300.0,3,0,6,272.0,3,0,99.0,0,3,0,0,1,50,1956,0,1,0,0,1,0,3,0,1,10000
914,475.0,6,0,3,0.0,3,0,5,0.0,4,0,142.0,0,4,0,0,1,4,2002,0,0,1,0,0,0,2,0,0,8050
1555,16.0,7,0,4,430.0,3,0,5,16.0,4,1,1357.0,0,4,0,0,1,4,2005,0,0,0,0,1,0,2,0,1,3182
1556,81.0,6,0,3,452.0,1,0,6,0.0,3,0,23.0,0,4,1,0,1,28,1980,0,0,0,0,0,0,3,0,1,1950
882,138.0,5,0,3,461.0,1,0,5,0.0,3,0,276.0,0,3,0,0,1,35,1972,0,0,1,0,0,0,3,0,0,7700
1167,645.0,5,0,3,495.0,1,0,5,0.0,3,0,270.0,0,3,0,0,0,87,1920,0,0,0,0,0,0,3,0,1,8731
1800,1204.0,9,1,5,944.0,1,0,5,714.0,5,1,596.0,0,5,0,0,1,1,2007,0,1,0,0,1,0,2,0,1,8232
1456,514.0,6,0,3,440.0,1,0,6,0.0,4,0,341.0,0,3,1,0,1,35,1975,0,0,0,0,0,0,3,0,1,2280
1660,0.0,7,0,4,493.0,1,0,5,95.0,4,0,831.0,0,4,0,0,1,7,2002,0,1,0,0,1,0,3,0,0,8935
1482,0.0,7,0,3,392.0,1,0,5,170.0,4,0,384.0,0,4,0,0,1,15,1992,0,0,0,0,1,0,3,0,1,9125
1522,299.0,6,0,3,552.0,1,0,5,136.0,3,0,0.0,0,4,0,0,1,23,1984,0,0,1,0,1,0,3,0,1,11075
2036,1758.0,9,0,5,780.0,4,0,5,246.0,5,0,432.0,0,5,0,0,1,1,2008,0,0,1,0,1,0,3,1,1,13438
1595,55.0,5,0,3,672.0,1,0,5,0.0,3,0,1527.0,0,4,0,0,1,18,1991,0,0,1,0,0,0,2,0,0,11070
1686,0.0,7,0,4,462.0,1,0,5,172.0,4,0,891.0,0,4,0,0,1,1,2005,0,0,0,0,1,0,3,0,0,7800
1344,1309.0,7,0,3,784.0,4,0,5,200.0,3,0,35.0,0,4,0,0,1,11,1997,0,0,0,0,1,0,2,0,0,7060
1652,149.0,5,0,3,928.0,1,0,5,0.0,3,0,1503.0,0,3,0,0,1,36,1970,0,0,0,0,0,0,4,0,0,11836
1337,0.0,4,0,3,263.0,1,0,5,0.0,3,0,832.0,0,3,0,0,1,54,1956,0,0,0,0,0,0,3,0,0,8382
1920,0.0,7,0,3,487.0,1,0,6,143.0,4,0,570.0,0,3,0,0,1,38,1968,0,1,0,0,1,0,4,0,1,10192
848,662.0,6,0,4,420.0,2,0,5,205.0,4,1,186.0,0,4,0,0,1,4,2004,0,1,0,0,1,0,1,0,0,4426
1055,435.0,7,0,3,440.0,1,0,5,0.0,3,0,0.0,0,4,1,0,1,34,1975,0,1,0,0,0,0,2,0,1,2280
1291,1003.0,6,0,3,431.0,2,0,5,0.0,4,0,288.0,0,4,0,0,1,12,1996,0,0,0,0,0,0,2,0,1,2887
720,0.0,6,0,3,484.0,1,0,8,0.0,3,0,624.0,0,3,0,0,1,82,1928,0,0,0,0,0,0,2,0,0,8520
988,462.0,4,0,3,297.0,4,0,5,0.0,3,0,0.0,0,4,1,0,1,36,1973,0,0,0,0,0,0,2,0,0,1596
1523,312.0,5,0,3,295.0,1,0,7,0.0,2,0,248.0,0,3,0,0,0,60,1949,0,0,0,0,0,0,3,0,1,15600
1728,0.0,7,0,4,572.0,1,0,5,0.0,4,0,864.0,0,4,0,0,1,5,2004,0,1,0,0,0,0,3,0,0,9313
1239,560.0,8,0,4,477.0,4,0,5,0.0,4,1,0.0,0,4,0,1,1,13,1995,0,0,0,0,0,0,1,0,1,11064
1955,330.0,5,0,3,356.0,1,0,5,162.0,3,0,821.0,0,3,0,0,1,50,1958,0,0,0,0,1,0,4,0,0,9000
1564,275.0,7,0,3,234.0,1,0,7,0.0,2,0,429.0,0,3,0,0,1,68,1941,0,0,0,0,0,0,3,0,1,12000
1204,0.0,4,0,3,312.0,3,0,6,0.0,3,0,416.0,0,5,0,0,1,54,1954,0,0,0,0,0,0,3,0,0,7692
1329,923.0,6,0,3,312.0,1,0,6,108.0,4,0,406.0,0,3,0,0,1,52,1958,0,0,1,0,1,0,3,0,0,14267
879,330.0,5,0,3,440.0,1,0,6,0.0,3,0,102.0,0,3,0,0,1,32,1975,0,0,1,0,0,0,3,0,0,9675
841,0.0,4,0,2,294.0,1,0,4,0.0,3,0,721.0,0,3,0,0,1,59,1950,0,0,1,0,0,0,2,0,0,8400
1312,0.0,6,0,3,649.0,1,0,6,0.0,3,0,784.0,0,3,0,0,1,59,1947,0,0,0,0,0,0,3,0,0,7500
2058,319.0,6,0,3,396.0,1,0,5,0.0,3,0,416.0,0,4,0,0,1,91,1917,0,0,0,0,0,0,3,0,1,9600
1360,1036.0,8,0,4,565.0,3,1,5,0.0,4,1,184.0,0,4,0,0,1,25,1984,0,1,0,0,0,0,1,0,1,5814
1786,1538.0,8,0,4,715.0,4,0,5,240.0,4,0,240.0,0,5,0,0,1,6,2002,0,1,1,0,1,0,3,0,1,14860
1993,416.0,6,0,3,495.0,1,0,5,252.0,3,0,409.0,0,3,0,0,1,35,1971,0,1,0,0,1,0,4,0,1,14803
1362,0.0,4,0,2,280.0,1,0,5,0.0,3,0,951.0,0,3,0,0,1,87,1920,0,0,0,0,0,0,4,0,0,7550
1550,812.0,7,0,4,438.0,1,0,5,100.0,4,0,280.0,0,4,0,0,1,3,2006,0,0,0,0,1,0,2,1,0,8125
1696,0.0,5,0,3,349.0,1,0,5,0.0,3,0,1140.0,0,3,0,0,0,45,1962,0,1,1,0,0,0,3,0,1,13673
1092,408.0,4,0,3,286.0,1,0,5,0.0,3,0,138.0,0,3,1,0,1,36,1970,0,0,0,0,0,0,3,0,0,1533
1752,456.0,9,1,5,576.0,1,0,5,412.0,5,1,1296.0,0,5,0,0,1,5,2005,0,1,0,0,1,0,2,0,1,7658
2473,205.0,9,0,4,675.0,4,1,5,184.0,4,0,889.0,0,5,0,0,1,0,2006,0,0,0,0,1,0,4,0,1,12292
1800,0.0,9,0,4,702.0,1,0,5,0.0,5,0,1800.0,0,5,0,0,1,2,2007,0,0,1,0,0,0,2,0,0,11923
2197,228.0,7,0,4,783.0,3,0,5,320.0,4,0,0.0,0,4,0,0,1,15,1993,0,0,0,0,1,1,4,0,1,10010
1382,360.0,5,0,3,660.0,1,0,6,0.0,3,0,360.0,0,3,0,0,1,66,1941,0,0,0,0,0,0,2,0,0,12358
1733,0.0,7,0,4,433.0,1,0,5,0.0,4,0,847.0,0,4,0,0,1,6,2004,0,0,0,0,0,0,3,0,1,8577
1402,0.0,7,0,4,625.0,1,0,5,0.0,4,0,1402.0,0,4,0,0,1,1,2008,0,1,1,0,0,0,3,0,0,8640
887,516.0,5,0,3,288.0,1,0,6,0.0,3,0,348.0,0,3,0,0,1,23,1984,0,1,1,0,0,0,3,0,0,10447
1051,758.0,5,0,3,504.0,1,0,5,0.0,3,0,293.0,0,3,0,0,1,38,1968,0,1,1,0,0,0,3,0,0,9600
1510,305.0,6,0,3,216.0,1,0,8,0.0,3,0,450.0,0,3,0,0,1,86,1920,0,0,0,0,0,0,3,0,0,4899
1656,0.0,5,0,3,506.0,1,0,5,564.0,3,0,1656.0,0,3,0,0,1,35,1973,0,0,0,0,1,0,4,0,0,9246
958,120.0,6,0,3,440.0,1,0,5,0.0,3,1,958.0,0,4,0,0,1,31,1976,0,1,0,0,0,0,2,0,1,4928
3228,1231.0,8,0,4,546.0,1,0,5,0.0,4,0,1969.0,0,4,0,1,1,15,1992,0,1,1,0,0,1,4,0,1,12692
1040,812.0,5,0,3,686.0,1,0,7,0.0,3,0,228.0,0,3,0,0,1,39,1968,0,0,1,0,0,0,3,0,0,7476
1250,0.0,5,0,3,552.0,1,0,6,0.0,3,0,661.0,0,3,0,0,1,97,1910,0,0,0,0,0,0,3,0,1,5362
1868,0.0,6,0,3,477.0,1,0,7,74.0,3,0,585.0,0,4,0,0,1,23,1984,0,0,0,0,1,0,3,0,1,12090
2790,1082.0,10,1,5,1150.0,4,0,5,468.0,5,0,538.0,0,5,0,0,1,3,2005,0,0,0,0,1,0,4,0,1,12539
2134,0.0,6,0,3,441.0,1,0,6,0.0,4,0,844.0,0,3,0,0,1,93,1916,0,0,0,0,0,0,5,0,0,11888
1928,0.0,5,0,3,0.0,2,0,8,0.0,3,0,686.0,0,3,0,0,1,90,1916,0,0,0,0,0,0,5,0,0,7082
2060,772.0,7,0,4,390.0,1,0,5,298.0,4,0,220.0,0,4,0,0,1,10,1999,0,1,0,0,1,0,3,0,1,8755
1378,0.0,6,0,3,162.0,1,0,8,0.0,4,0,901.0,0,3,0,0,1,74,1935,0,0,0,0,0,0,3,0,0,4080
1622,1159.0,4,0,3,1356.0,3,0,4,149.0,3,0,90.0,0,3,0,0,1,46,1961,0,0,0,0,1,0,3,1,1,32463
1880,745.0,8,0,4,880.0,3,0,5,0.0,5,0,210.0,0,5,0,0,1,0,2007,0,0,0,0,0,0,3,0,1,12217
1088,0.0,8,0,4,461.0,1,1,5,0.0,4,1,1074.0,0,4,0,0,1,21,1986,0,1,0,0,0,0,2,0,0,3696
1040,369.0,5,0,3,286.0,1,0,5,0.0,3,0,671.0,0,3,0,1,1,47,1959,0,1,1,0,0,0,3,0,0,7560
1502,0.0,6,0,3,180.0,1,0,7,0.0,4,0,602.0,0,3,0,0,1,84,1923,0,0,0,0,0,0,3,0,2,10592
987,358.0,6,0,3,264.0,1,0,3,604.0,3,1,125.0,0,3,0,0,1,37,1971,0,0,0,0,1,0,2,0,0,1680
1095,513.0,6,0,3,264.0,4,0,5,105.0,3,0,75.0,0,3,0,0,1,48,1958,0,1,0,0,1,0,2,0,0,10382
1709,0.0,7,0,4,380.0,1,0,5,50.0,4,0,970.0,0,4,1,0,0,2,2004,0,0,0,0,1,0,3,1,0,2522
1731,758.0,6,0,4,462.0,1,0,5,0.0,4,0,78.0,0,4,0,0,1,14,1992,0,1,0,0,0,0,3,0,0,9370
960,648.0,4,0,3,364.0,3,0,9,0.0,3,0,0.0,0,3,0,0,1,41,1965,0,0,0,0,0,0,0,0,0,10246
1552,550.0,6,0,3,434.0,1,0,6,0.0,3,0,163.0,0,4,0,0,1,31,1975,0,1,0,0,0,0,3,0,1,11475
1795,0.0,8,0,4,895.0,3,0,5,428.0,4,0,1795.0,0,5,0,0,1,1,2006,0,1,1,0,1,0,2,0,1,9986
1274,458.0,5,0,3,576.0,1,0,5,0.0,3,0,166.0,0,4,0,0,1,19,1991,0,0,0,0,0,0,3,0,0,10475
1196,264.0,6,0,3,576.0,1,0,6,0.0,3,0,308.0,0,3,0,0,1,70,1940,0,0,0,0,0,0,3,0,2,6000
704,0.0,4,0,3,220.0,1,0,9,0.0,2,0,560.0,0,2,0,0,1,63,1946,0,0,1,0,0,0,2,0,0,4280
972,648.0,5,0,3,305.0,1,0,6,0.0,3,0,324.0,0,3,0,0,1,55,1955,0,0,1,0,0,0,3,0,0,10895
1458,0.0,6,0,3,330.0,1,0,5,0.0,3,0,912.0,0,3,0,0,1,62,1948,0,0,0,0,0,0,3,0,1,17503
1008,0.0,6,0,3,430.0,1,0,7,332.0,3,0,1008.0,0,3,0,0,1,43,1963,0,1,1,0,1,0,2,0,0,9723
1828,48.0,9,1,5,774.0,3,0,5,452.0,4,0,1774.0,0,5,0,0,1,0,2007,0,0,1,0,1,0,3,0,1,11694
1526,0.0,3,0,2,0.0,1,0,2,0.0,2,0,1013.0,0,3,0,0,1,94,1915,0,0,0,0,0,0,2,0,0,8470
1176,0.0,6,0,4,624.0,1,0,9,0.0,3,0,698.0,0,3,0,0,1,72,1937,0,0,0,0,0,0,2,0,0,6000
1057,0.0,5,0,3,288.0,2,0,8,164.0,4,0,1057.0,0,3,0,0,1,51,1955,0,0,1,0,1,0,3,1,0,10519
2113,1696.0,8,0,4,839.0,4,0,6,660.0,4,0,413.0,0,4,0,0,1,13,1995,0,0,1,0,1,1,2,0,1,10437
1387,373.0,5,0,3,300.0,2,0,7,0.0,3,0,462.0,0,3,0,0,1,39,1967,0,1,1,0,0,0,3,0,1,7514
2758,0.0,9,1,4,814.0,4,0,5,365.0,5,0,1704.0,0,5,0,0,1,2,2005,0,0,0,0,1,0,4,0,1,13654
840,0.0,3,0,3,250.0,1,0,4,0.0,2,0,798.0,0,3,0,0,1,86,1920,0,0,0,0,0,0,2,0,0,5747
1520,182.0,5,0,3,281.0,1,0,5,0.0,3,0,611.0,0,3,0,0,1,77,1932,0,0,0,0,0,0,3,0,0,4500
1542,1220.0,8,0,4,852.0,1,0,5,164.0,4,0,322.0,0,4,0,0,1,0,2007,0,0,1,0,1,0,3,0,1,11830
1385,507.0,5,0,3,720.0,1,0,4,0.0,3,0,403.0,0,3,0,1,1,58,1952,0,0,0,0,0,0,4,0,0,8520
936,734.0,5,0,3,288.0,3,0,5,0.0,3,0,162.0,0,3,0,0,1,45,1962,0,1,0,0,0,0,3,0,1,6760
1288,384.0,5,0,3,240.0,1,0,4,0.0,3,0,440.0,0,2,0,0,1,65,1941,0,0,0,0,0,0,4,0,0,6191
1128,776.0,5,0,3,525.0,2,0,6,148.0,3,0,344.0,0,3,0,0,1,45,1963,0,1,1,0,1,0,3,0,0,8700
1968,0.0,8,0,4,680.0,1,0,5,84.0,5,0,774.0,0,5,0,0,1,1,2009,0,0,0,0,1,0,4,0,1,12003
1246,939.0,6,0,3,441.0,1,0,5,0.0,3,0,307.0,0,3,0,0,1,42,1964,0,1,0,0,0,0,3,0,2,12700
1740,410.0,7,0,3,240.0,1,0,6,0.0,3,0,390.0,0,3,0,0,1,67,1940,0,0,0,0,0,0,3,0,2,13125
925,181.0,5,0,3,484.0,1,0,6,0.0,3,0,744.0,0,3,0,0,1,43,1963,0,0,1,0,0,0,2,0,0,8638
1430,0.0,7,0,3,400.0,1,0,5,0.0,3,0,384.0,0,4,0,0,1,7,2000,0,1,0,0,0,0,3,0,1,9967
1566,0.0,8,0,4,288.0,1,0,9,0.0,4,0,930.0,0,3,0,0,1,110,1900,0,0,0,0,0,0,3,0,0,9600
950,624.0,5,0,3,400.0,1,0,5,0.0,3,0,232.0,0,3,0,0,1,55,1953,0,0,1,0,0,0,2,0,0,12774
1144,748.0,5,0,3,796.0,3,0,6,128.0,3,0,102.0,0,3,0,0,1,47,1959,0,1,0,0,1,0,3,0,1,8163
1114,0.0,5,0,3,451.0,1,0,5,0.0,3,0,1114.0,0,3,0,0,1,47,1961,0,1,1,0,0,0,3,0,0,9900
2223,1880.0,7,0,3,516.0,4,0,6,1115.0,3,0,343.0,0,4,0,0,1,34,1973,0,0,1,0,1,0,3,0,2,13651
1111,0.0,5,0,3,288.0,1,0,7,0.0,2,0,530.0,0,3,0,0,1,87,1920,0,0,0,0,0,0,3,0,0,7200
960,0.0,5,0,3,624.0,1,0,5,0.0,3,0,960.0,0,3,0,0,1,48,1958,0,0,1,0,0,0,3,0,0,9750
1633,0.0,6,0,3,460.0,1,0,5,0.0,3,0,932.0,0,4,0,0,1,10,1998,0,0,0,0,0,0,3,0,1,11184
