id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,electrical,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,paveddrive,wooddecksf,mosold,yrsold,saleprice,porch,pool,garage,fireplace,bsmt,masvnr,agesold,remodelled,bighouse,2ndflr
196,50,RM,50.0,6000,0,Lvl,Inside,flat,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,LwQ,264.0,308.0,5,FuseA,1196,0.0,1,1,3,1,3,Typ,2,4,Detchd,Unf,576.0,3,Y,0,3,2010,128000,0,0,1,1,1,0,70,0,0,1
762,20,RL,50.0,4280,1,Lvl,Inside,flat,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,2,1,Unf,0.0,560.0,5,FuseA,704,0.0,1,0,2,1,2,Typ,0,0,CarPort,Unf,220.0,3,Y,0,9,2009,88750,1,0,1,0,1,0,63,0,0,0
151,20,RL,119.0,10895,0,Lvl,Corner,flat,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,Rec,648.0,324.0,3,SBrkr,972,0.0,1,0,3,1,3,Typ,0,0,Attchd,Unf,305.0,3,Y,0,6,2010,122500,1,0,1,0,1,0,55,1,0,0
158,50,RL,78.0,17503,0,Lvl,Inside,flat,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,Unf,0.0,912.0,3,SBrkr,1458,0.0,1,0,3,1,3,Typ,1,4,Attchd,Unf,330.0,3,Y,192,1,2010,97500,0,0,1,1,1,0,62,0,0,1
2572,20,RL,109.0,9723,1,Lvl,Corner,flat,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,3,CBlock,3,1,Unf,0.0,1008.0,3,SBrkr,1008,0.0,1,0,2,1,3,Typ,0,0,Attchd,RFn,430.0,3,Y,0,10,2006,135000,0,0,1,0,1,1,43,1,0,0
1686,20,RL,90.0,11694,0,Lvl,Inside,flat,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,5,PConc,5,3,GLQ,48.0,1774.0,5,SBrkr,1828,0.0,2,0,3,1,4,Typ,1,4,Attchd,Unf,774.0,3,Y,0,7,2007,314813,1,0,1,1,1,1,0,1,0,0
943,50,C (all),105.0,8470,1,Lvl,Corner,flat,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,Plywood,None,0.0,2,CBlock,3,1,Unf,0.0,1013.0,3,SBrkr,1526,0.0,1,0,2,1,2,Typ,0,0,None,None,0.0,0,N,0,10,2009,85000,1,0,0,0,1,0,94,0,1,0
735,50,RM,50.0,6000,0,Lvl,Inside,flat,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,BrkTil,3,1,Unf,0.0,698.0,3,SBrkr,1176,0.0,1,0,2,1,3,Typ,0,0,Detchd,Unf,624.0,3,N,210,7,2009,134900,0,0,1,0,1,0,72,0,0,1
2741,20,RL,70.0,10519,0,Lvl,Inside,flat,Edwards,Norm,Norm,1Fam,1Story,5,8,1955,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,3,CBlock,3,2,Unf,0.0,1057.0,4,SBrkr,1057,0.0,1,0,3,1,4,Typ,0,0,Attchd,Unf,288.0,3,Y,0,3,2006,137000,0,0,1,0,1,1,51,0,0,0
1106,20,RL,91.0,10437,1,Lvl,Inside,flat,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,4,PConc,4,4,GLQ,1696.0,413.0,5,SBrkr,2113,1.0,2,1,2,1,4,Typ,1,3,Attchd,Fin,839.0,3,Y,236,8,2008,350000,1,0,1,1,1,1,13,1,0,0
2375,20,RL,65.0,7514,0,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,2,ALQ,373.0,462.0,3,SBrkr,1387,1.0,1,0,3,1,3,Typ,1,3,Attchd,RFn,300.0,3,Y,0,9,2006,145000,1,0,1,1,1,0,39,0,0,0
1701,60,RL,118.0,13654,1,Lvl,CulDSac,flat,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,4,PConc,5,4,Unf,0.0,1704.0,5,SBrkr,2758,0.0,2,1,4,1,5,Typ,1,5,BuiltIn,Fin,814.0,3,Y,282,5,2007,418000,1,0,1,1,1,1,2,0,0,1
2657,30,RM,48.0,5747,0,Lvl,Inside,flat,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,Unf,0.0,798.0,4,SBrkr,840,0.0,1,0,2,1,2,Typ,0,0,Detchd,Unf,250.0,2,N,112,6,2006,64000,0,0,1,0,1,0,86,0,0,0
907,50,RH,55.0,4500,2,Bnk,Inside,flat,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,Gable,CompShg,VinylSd,Stucco,None,0.0,3,BrkTil,3,1,Rec,182.0,611.0,5,SBrkr,1520,0.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,281.0,3,Y,0,7,2009,159434,1,0,1,0,1,0,77,0,0,1
1777,20,RL,91.0,11830,0,Lvl,Inside,flat,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,4,PConc,4,1,GLQ,1220.0,322.0,5,SBrkr,1542,1.0,2,0,3,1,4,Typ,1,4,Attchd,Unf,852.0,3,Y,168,7,2007,260261,1,0,1,1,1,1,0,1,0,0
164,50,RL,71.0,8520,0,Lvl,Corner,flat,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,1,Rec,507.0,403.0,2,SBrkr,1385,0.0,2,0,4,1,3,Typ,0,0,Detchd,Unf,720.0,3,Y,0,6,2010,166000,0,0,1,0,1,0,58,1,0,1
1973,85,RL,66.0,6760,0,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,ALQ,734.0,162.0,3,SBrkr,936,1.0,1,0,3,1,3,Typ,1,1,Attchd,RFn,288.0,3,Y,24,10,2007,130000,1,0,1,1,1,0,45,1,0,0
2857,50,RL,51.0,6191,0,Lvl,Corner,flat,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1941,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,2,1,LwQ,384.0,440.0,3,SBrkr,1288,0.0,1,0,4,1,3,Typ,0,0,Detchd,Unf,240.0,3,Y,0,11,2006,112000,0,0,1,0,1,0,65,0,0,1
1208,20,RL,80.0,8700,0,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,CBlock,3,2,ALQ,776.0,344.0,4,SBrkr,1128,1.0,2,0,3,1,3,Typ,0,0,Attchd,RFn,525.0,3,Y,192,12,2008,155000,1,0,1,0,1,1,45,1,0,0
319,60,RL,92.0,12003,0,Lvl,Corner,flat,Timber,Norm,Norm,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,4,PConc,5,1,Unf,0.0,774.0,5,SBrkr,1968,0.0,2,1,4,1,5,Typ,1,4,BuiltIn,Fin,680.0,3,Y,0,5,2010,269500,1,0,1,1,1,1,1,0,0,1
2567,80,RL,0.0,12700,1,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,ALQ,939.0,307.0,3,SBrkr,1246,1.0,1,0,3,1,3,Typ,2,4,Attchd,RFn,441.0,3,Y,0,11,2006,172000,1,0,1,1,1,0,42,1,0,0
2222,70,RL,75.0,13125,0,Lvl,Inside,flat,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,BLQ,410.0,390.0,3,SBrkr,1740,0.0,1,1,3,1,3,Typ,2,4,Attchd,Unf,240.0,3,Y,0,7,2007,219500,0,0,1,1,1,0,67,0,0,1
2493,20,RL,0.0,8638,1,Lvl,Inside,flat,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,3,1,ALQ,181.0,744.0,4,SBrkr,925,1.0,1,0,2,1,3,Typ,0,0,Detchd,Unf,484.0,3,Y,203,10,2006,133500,1,0,1,0,1,0,43,1,0,0
1757,80,RL,76.0,9967,1,Lvl,Inside,flat,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1,Unf,0.0,384.0,5,SBrkr,1430,0.0,2,1,3,1,3,Typ,1,3,BuiltIn,RFn,400.0,3,Y,100,12,2007,170000,0,0,1,1,1,0,7,1,0,1
184,70,RM,60.0,9600,0,Lvl,Corner,flat,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,1,Unf,0.0,930.0,3,SBrkr,1566,0.0,2,0,3,1,4,Typ,0,0,Detchd,Unf,288.0,3,Y,54,4,2010,150000,1,0,1,0,1,0,110,0,0,1
1248,20,RL,0.0,12774,0,Lvl,Inside,sloped,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,PConc,3,1,BLQ,624.0,232.0,3,SBrkr,950,0.0,1,0,2,1,3,Typ,0,0,Detchd,Unf,400.0,3,Y,0,7,2008,130000,1,0,1,0,1,0,55,1,0,0
2574,80,RL,70.0,8163,0,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,CBlock,3,3,ALQ,748.0,102.0,3,SBrkr,1144,1.0,1,0,3,1,3,Typ,1,3,Attchd,RFn,796.0,3,Y,86,3,2006,143000,0,0,1,1,1,1,47,1,0,0
1215,20,RL,90.0,9900,0,Lvl,Corner,flat,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,1,Unf,0.0,1114.0,3,SBrkr,1114,1.0,1,0,3,1,3,Typ,0,0,Attchd,RFn,451.0,3,Y,0,5,2008,140000,1,0,1,0,1,0,47,1,0,0
1614,20,RL,95.0,13651,1,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,CBlock,4,4,ALQ,1880.0,343.0,5,SBrkr,2223,1.0,2,0,3,1,3,Typ,2,4,Attchd,Fin,516.0,3,Y,300,2,2007,244000,0,0,1,1,1,1,34,1,0,0
2039,75,RM,60.0,7200,0,Lvl,Inside,flat,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,Unf,0.0,530.0,3,SBrkr,1111,0.0,1,0,3,1,2,Typ,0,0,Detchd,Unf,288.0,3,N,0,3,2007,101000,1,0,1,0,1,0,87,0,0,1
2669,20,RM,65.0,9750,0,Lvl,Inside,flat,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,Unf,0.0,960.0,5,SBrkr,960,0.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,624.0,3,Y,0,7,2006,125000,0,0,1,0,1,0,48,1,0,0
1005,60,RL,73.0,11184,1,Lvl,Corner,flat,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1,Unf,0.0,932.0,4,SBrkr,1633,0.0,2,1,3,1,3,Typ,1,3,Attchd,Fin,460.0,3,Y,0,4,2008,183000,1,0,1,1,1,0,10,1,0,1
753,75,RM,92.0,5520,0,Lvl,Corner,flat,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,Unf,0.0,755.0,5,SBrkr,2229,0.0,1,0,5,1,3,Typ,0,0,None,None,0.0,0,Y,0,7,2009,104000,1,0,0,0,1,0,97,0,1,1
1275,45,RL,64.0,6390,0,Lvl,Corner,flat,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,Unf,0.0,936.0,3,FuseA,984,1.0,1,0,2,1,3,Typ,0,0,Detchd,Unf,280.0,3,Y,0,6,2008,112500,0,0,1,0,1,0,54,1,0,0
2350,20,RL,79.0,10240,0,Lvl,Inside,flat,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,CBlock,4,1,BLQ,625.0,0.0,3,SBrkr,1686,1.0,2,0,3,1,3,Typ,1,3,Attchd,Unf,612.0,3,Y,384,5,2006,207500,1,0,1,1,1,1,26,1,0,0
2762,20,RL,78.0,9316,0,Lvl,Inside,flat,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,PConc,4,4,GLQ,56.0,1558.0,5,SBrkr,1614,0.0,2,0,3,1,4,Typ,1,4,Attchd,Fin,576.0,3,Y,100,3,2006,225000,1,0,1,1,1,1,1,1,0,0
2788,20,RL,60.0,7200,0,Low,Inside,flat,CollgCr,Norm,Norm,1Fam,1Story,5,8,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,BLQ,437.0,427.0,5,SBrkr,864,0.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,297.0,3,Y,0,3,2006,119900,0,0,1,0,1,0,34,1,0,0
2384,20,RL,108.0,12228,0,Lvl,Corner,flat,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,4,PConc,5,1,Unf,0.0,1721.0,5,SBrkr,1740,0.0,2,0,4,1,4,Typ,0,0,Attchd,RFn,874.0,3,Y,0,9,2006,293000,1,0,1,0,1,1,0,1,0,0
2716,20,RL,78.0,10335,1,Lvl,Inside,flat,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,1,Rec,570.0,891.0,4,SBrkr,1721,0.0,2,1,3,1,3,Min1,1,3,Attchd,RFn,440.0,3,Y,0,7,2006,180000,1,0,1,1,1,0,38,0,0,0
313,80,RL,0.0,12328,1,Lvl,Inside,flat,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,CBlock,3,3,GLQ,539.0,473.0,3,SBrkr,1034,1.0,1,0,3,1,3,Typ,0,0,Attchd,Unf,888.0,3,Y,0,5,2010,169900,0,0,1,0,1,1,34,1,0,0
84,90,RM,68.0,8930,0,Lvl,Inside,flat,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,Slab,0,0,None,0.0,0.0,3,SBrkr,1902,0.0,2,0,4,2,3,Typ,0,0,Attchd,Unf,539.0,3,Y,0,4,2010,112000,0,0,1,0,1,0,32,1,0,1
81,20,RL,81.0,9672,0,Lvl,Corner,flat,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,Hip,CompShg,HdBoard,Plywood,None,0.0,3,PConc,4,1,GLQ,338.0,702.0,3,SBrkr,1097,0.0,2,0,3,1,3,Typ,0,0,Attchd,Unf,480.0,3,Y,0,5,2010,152000,0,0,1,0,1,0,26,0,0,0
2389,60,RL,120.0,13975,1,Lvl,Corner,flat,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,4,PConc,4,3,Unf,0.0,1090.0,5,SBrkr,2206,0.0,2,1,4,1,5,Typ,1,4,BuiltIn,Fin,670.0,3,Y,148,8,2006,300000,1,0,1,1,1,1,1,0,0,1
280,80,RL,94.0,7819,0,Lvl,Inside,flat,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,3,ALQ,422.0,480.0,3,SBrkr,1117,1.0,1,0,3,1,3,Typ,1,3,Detchd,Unf,672.0,3,Y,144,3,2010,107000,0,0,1,1,1,0,34,1,0,0
190,190,RM,60.0,11340,0,Lvl,Inside,flat,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,Gable,CompShg,VinylSd,AsbShng,None,0.0,3,PConc,3,1,Unf,0.0,777.0,4,SBrkr,2290,0.0,2,0,4,2,3,Typ,0,0,Detchd,Unf,560.0,3,N,0,4,2010,122500,1,0,1,0,1,0,125,0,0,1
2371,160,RM,21.0,1680,0,Lvl,Inside,flat,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,CBlock,3,1,ALQ,276.0,207.0,3,SBrkr,948,0.0,1,1,2,1,3,Typ,0,0,Detchd,Unf,264.0,3,Y,0,7,2006,89000,0,0,1,0,1,1,34,1,0,1
213,50,RL,65.0,6001,1,Bnk,Inside,sloped,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,2,1,LwQ,368.0,232.0,5,SBrkr,919,0.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,231.0,3,Y,0,3,2010,95000,1,0,1,0,1,0,70,0,0,1
1864,20,RL,78.0,11700,0,Lvl,Inside,flat,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,CBlock,3,1,Unf,0.0,912.0,5,SBrkr,1152,1.0,1,1,3,1,3,Typ,0,0,Attchd,RFn,412.0,3,Y,0,9,2007,143450,1,0,1,0,1,1,39,1,0,0
37,60,RL,102.0,12858,1,Lvl,Inside,flat,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,5,PConc,5,1,Unf,0.0,1590.0,5,SBrkr,2334,0.0,2,1,3,1,5,Typ,1,4,Attchd,Fin,751.0,3,Y,144,1,2010,376162,1,0,1,1,1,1,1,0,0,1
146,20,RL,73.0,9300,0,Lvl,Inside,flat,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,CBlock,3,1,Rec,697.0,571.0,3,SBrkr,1264,1.0,1,0,3,1,3,Typ,2,4,Attchd,Unf,461.0,3,Y,0,4,2010,167500,1,0,1,1,1,1,50,1,0,0
809,90,RL,64.0,7018,0,Bnk,Inside,flat,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,CBlock,4,3,GLQ,1086.0,0.0,3,SBrkr,1224,2.0,0,2,2,2,3,Typ,2,3,Detchd,Unf,528.0,3,Y,120,6,2009,153337,0,0,1,1,1,1,30,1,0,0
767,70,RH,54.0,6629,0,Lvl,Inside,flat,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,BLQ,551.0,121.0,3,SBrkr,1369,1.0,2,0,3,1,3,Typ,0,0,Detchd,Unf,300.0,3,Y,147,7,2009,103600,0,0,1,0,1,0,84,0,0,1
262,20,RL,75.0,10650,0,Lvl,Corner,flat,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,LwQ,182.0,0.0,3,SBrkr,894,1.0,1,0,3,1,3,Typ,0,0,Attchd,Unf,308.0,3,Y,365,2,2010,128200,0,0,1,0,1,0,34,1,0,0
101,160,FV,0.0,2117,0,Lvl,Inside,flat,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,PConc,4,1,GLQ,378.0,378.0,5,SBrkr,1573,0.0,2,1,3,1,4,Typ,0,0,Detchd,Unf,440.0,3,Y,0,6,2010,177500,1,0,1,0,1,1,10,1,0,1
48,60,RL,105.0,13650,0,Lvl,Corner,flat,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,PConc,4,4,GLQ,578.0,1093.0,5,SBrkr,2250,1.0,2,1,3,1,4,Typ,1,5,Attchd,Fin,756.0,3,Y,238,6,2010,320000,1,0,1,1,1,1,8,1,0,1
489,60,RL,42.0,8433,1,Lvl,Inside,flat,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1,GLQ,683.0,111.0,5,SBrkr,1514,1.0,2,1,3,1,3,Typ,1,3,Attchd,Fin,394.0,3,Y,0,6,2009,190000,1,0,1,1,1,0,9,1,0,1
2369,160,RM,21.0,1680,0,Lvl,Inside,flat,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,CBlock,3,1,Unf,0.0,672.0,3,SBrkr,1218,0.0,1,1,3,1,3,Typ,0,0,None,None,0.0,0,N,201,4,2006,91500,0,0,0,0,1,1,35,1,0,1
707,190,RM,50.0,6000,0,Lvl,Inside,flat,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,Unf,0.0,811.0,3,FuseA,1387,0.0,2,0,3,2,4,Typ,0,0,BuiltIn,Unf,256.0,3,Y,0,11,2009,93000,0,0,1,0,1,0,55,1,0,1
1556,70,C (all),50.0,8500,0,Lvl,Inside,flat,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,BrkTil,3,1,Unf,0.0,649.0,3,SBrkr,1317,0.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,250.0,2,N,0,7,2008,40000,1,0,1,0,1,0,88,0,0,1
2034,70,RM,60.0,6882,0,Lvl,Inside,flat,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,Unf,0.0,684.0,3,SBrkr,1355,0.0,1,1,3,1,4,Typ,0,0,None,None,0.0,0,Y,136,3,2007,127000,1,0,0,0,1,0,93,0,0,1
308,30,C (all),66.0,8712,0,Lvl,Corner,flat,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,1,Unf,0.0,756.0,4,SBrkr,952,0.0,1,0,3,1,3,Typ,0,0,Detchd,RFn,330.0,3,N,0,6,2010,50138,1,0,1,0,1,0,114,0,0,0
2176,20,RL,0.0,7917,1,Lvl,Corner,flat,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,CBlock,3,1,BLQ,751.0,392.0,3,SBrkr,1113,1.0,1,1,3,1,3,Typ,1,2,Attchd,RFn,504.0,4,Y,370,5,2007,148000,1,0,1,1,1,1,31,1,0,0
1549,30,RM,71.0,6900,0,Lvl,Inside,flat,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,ALQ,403.0,212.0,5,SBrkr,778,0.0,1,0,2,1,3,Typ,1,4,Detchd,Fin,924.0,5,Y,0,2,2008,120500,1,0,1,1,1,0,68,0,0,0
909,50,RL,60.0,9900,0,Lvl,Inside,flat,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,BrkTil,3,1,Unf,0.0,778.0,3,SBrkr,1489,0.0,2,0,3,1,3,Typ,1,4,Detchd,Unf,240.0,3,Y,335,7,2009,139500,0,0,1,1,1,0,69,0,0,1
892,20,RL,86.0,13286,1,Lvl,Inside,flat,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,PConc,5,1,GLQ,1234.0,464.0,5,SBrkr,1698,1.0,2,0,3,1,5,Typ,1,4,Attchd,Fin,768.0,3,Y,327,2,2009,320000,1,0,1,1,1,1,2,0,0,0
2045,70,RL,107.0,12888,0,Bnk,Inside,flat,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,ALQ,288.0,717.0,3,SBrkr,2267,1.0,1,1,3,1,3,Typ,2,4,Attchd,Fin,498.0,3,Y,521,4,2007,219000,0,0,1,1,1,0,70,0,0,1
2927,20,RL,0.0,8885,1,Low,Inside,sloped,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,4,3,BLQ,301.0,239.0,3,SBrkr,902,1.0,1,0,2,1,3,Typ,0,0,Attchd,Unf,484.0,3,Y,164,6,2006,131000,0,0,1,0,1,0,23,1,0,0
1732,60,RL,62.0,8857,1,Lvl,Inside,flat,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,Unf,0.0,738.0,5,SBrkr,1495,0.0,2,1,3,1,4,Typ,1,4,Attchd,RFn,440.0,3,Y,100,3,2007,171925,1,0,1,1,1,0,1,1,0,1
998,20,RL,53.0,14137,1,Lvl,Inside,flat,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,PConc,4,1,GLQ,450.0,898.0,4,SBrkr,1384,1.0,2,0,3,1,4,Typ,0,0,Attchd,Unf,404.0,3,Y,0,11,2008,177900,1,0,1,0,1,0,12,0,0,0
2203,70,RL,53.0,6720,0,Lvl,Inside,flat,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,BrkTil,3,1,Unf,0.0,585.0,3,SBrkr,1436,0.0,1,0,3,1,3,Typ,1,4,Detchd,Unf,228.0,3,Y,184,4,2007,141500,0,0,1,1,1,0,86,0,0,1
356,60,RL,60.0,7500,0,Lvl,Inside,flat,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,GLQ,476.0,476.0,4,SBrkr,1636,1.0,2,1,3,1,3,Typ,1,3,Attchd,Fin,440.0,3,Y,0,10,2009,191000,1,0,1,1,1,0,11,0,0,1
